Escherichia coli,RR197059
Streptococcus oralis,RR197059
Streptococcus pneumoniae,RR197059
Streptococcus mitis,RR197059
Streptococcus anginosus,RR197059
Streptococcus suis,RR197059
Streptococcus pyogenes,RR197059
Streptococcus agalactiae,RR197059
Clostridioides difficile,RR197059
Clostridium perfringens,RR197059
Clostridium botulinum,RR197059
Prevotella intermedia,RR197059
Campylobacter jejuni,RR197059
Haemophilus parainfluenzae,RR197059
Enterococcus faecium,RR197059
Shigella sonnei,RR197059
Shigella flexneri,RR197059
Shigella dysenteriae,RR197059
Salmonella enterica,RR197059
Klebsiella pneumoniae,RR197059
Staphylococcus aureus,RR197059
