Escherichia coli,RR197048
Enterococcus faecium,RR197048
Enterococcus avium,RR197048
Enterococcus gallinarum,RR197048
Enterococcus faecalis,RR197048
Klebsiella pneumoniae,RR197048
Streptococcus equinus,RR197048
Streptococcus gordonii,RR197048
Streptococcus pneumoniae,RR197048
Streptococcus pyogenes,RR197048
Streptococcus suis,RR197048
Streptococcus oralis,RR197048
Streptococcus agalactiae,RR197048
Streptococcus mitis,RR197048
Streptococcus sanguinis,RR197048
Streptococcus mutans,RR197048
Streptococcus anginosus,RR197048
Streptococcus equi,RR197048
Salmonella enterica,RR197048
Shigella sonnei,RR197048
Shigella dysenteriae,RR197048
Shigella flexneri,RR197048
Shigella boydii,RR197048
Candida albicans,RR197048
Clostridioides difficile,RR197048
Citrobacter freundii,RR197048
Yersinia pestis,RR197048
Listeria monocytogenes,RR197048
Campylobacter jejuni,RR197048
Staphylococcus aureus,RR197048
Streptococcus gordonii,RR197122
Streptococcus sanguinis,RR197122
Streptococcus oralis,RR197122
Streptococcus suis,RR197122
Streptococcus pneumoniae,RR197122
Streptococcus mitis,RR197122
Streptococcus pyogenes,RR197122
Streptococcus agalactiae,RR197122
Streptococcus equinus,RR197122
Streptococcus anginosus,RR197122
Streptococcus equi,RR197122
Prevotella melaninogenica,RR197122
Prevotella intermedia,RR197122
Enterococcus faecium,RR197122
Enterococcus faecalis,RR197122
Klebsiella pneumoniae,RR197122
Klebsiella oxytoca,RR197122
Klebsiella aerogenes,RR197122
Campylobacter jejuni,RR197122
Clostridium botulinum,RR197122
Clostridium perfringens,RR197122
Citrobacter freundii,RR197122
Clostridioides difficile,RR197122
Enterobacter cloacae,RR197122
Escherichia coli,RR197122
Salmonella enterica,RR197122
Finegoldia magna,RR197122
Shigella flexneri,RR197122
Staphylococcus epidermidis,RR197122
Staphylococcus aureus,RR197122
